Course,Name,Prerequisite Courses,Prerequisite Credits,SU Credits,ECTS Credits,Type,Information System URL,Sabancı Website URL,Corequisite Courses,Faculty,General Requirements ,,,,,,,,,,
VA 325,Interface Design,__,,3,6,Area Elective,Information System,Sabancı University,__,FASS,,,,,,,ENS 222,Biological Circuits and Molecular Machines,6,3,FENS
VA 327,Studio Photography and Lighting Techniques,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,ENS 409,Numerical Analysis,6,3,FENS
VA 328,Digital and Photographic Imaging,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 302,Stochastic Models in Operations Research,7,4,FENS
VA 329,Photography and Expression,VA 328,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 305,Simulation,6,3,FENS
VA 331,Illustration as Communication,VA 201 and VA 203,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 311,Operations Research I,6,3,FENS
VA 333,Content Creation and Design for Websites,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 313,Operations Research III,6,3,FENS
VA 335,Sound and Image,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 405,Decision Analysis,6,3,FENS
VA 336,Interactive Sound,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 409,Project Scheduling and Management,6,3,FENS
VA 345,Creative Coding,__,,3,6,Area Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 413,Information Systems,5,3,FENS
VA 399,Independent Study,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 415,Decision Support Systems,6,3,FENS
VA 401,Project Studio III,VA 201 and VA 203,,4,7,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IE 451,Data Visualization and Analysis,6,3,FENS
VA 402,Project Studio IV,VA 401,,4,7,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IF 333,"Creativity, Innovation and Entrepreneurship",6,3,FENS
VA 416,History of Digital and Electronic Arts,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,IF 467,"Decision, Psychology and Brain",6,3,FENS
VA 420,Concepts & Debates in Contemporary Art,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,*,MATH 202,Differential Equations,6,3,FENS
VA 424,Advanced Topics in Typography,VA 234,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MATH 206,Vector Calculus,6,3,FENS
VA 430,Art Analysis: Theory and Criticism,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MATH 301,Introduction to Mathematical Analysis,6,3,FENS
VA 431,Videography and Narrative Making,VA 203,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MATH 305,Complex Calculus,6,3,FENS
VA 433,3D Modelling,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MATH 311,Introduction to Algebra,6,3,FENS
VA 434,3D Animation,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MATH 317,Elementary Number Theory,6,3,FENS
VA 437,Experimental Film and Video,VA 431,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MATH 318,Introduction to Combinatorics,6,3,FENS
VA 439,Envisioning Information,VA 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MATH 414,Finite Fields and Applications,6,3,FENS
VA 440,Motion Graphics and Art,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,MAT 306,Computational Techniques for Materials at the Nano-scale,6,3,FENS
VA 441,Visiting Artist Studio,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,ME 407,Embedded Systems,6,3,FENS
VA 442,Visiting Designer Studio,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,ME 435,Scaling in Engineering Systems,6,3,FENS
VA 444,Interaction Design,__,,3,6,Area Elective,Information System,Sabancı University,__,FASS,,,,,,,MGMT 203,Introduction to Data Analysis and Research in Business,6,3,SBS
VA 445,Issues in Contemporary Performance Art,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,*,NS 213,Doğa Bilimleri ve Mühendislik için Temel Fizik,6,3,FENS
VA 446,History and Aesthetics of Electroacoustic Music,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,OPIM 405,Management Decision Support Systems,6,3,SBS
VA 450,Construction/Deconstruction in 3 Dimensional Space,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,OPIM 406,Customer Relationship Management using Location Intelligence,6,3,SBS
VA 453,Design Thinking,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,OPIM 407,Advanced Business Analytics,6,3,SBS
VA 455,Physical Computing,__,,3,6,Area Elective,Information System,Sabancı University,__,FASS,,,,,,,OPIM 409,Project Management,6,3,SBS
VA 461,Advanced Illustration,VA 331,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,PHYS 484,Quantum Computation and Quantum Information,6,3,FENS
VA 481,Summer Project I,__,,2,3,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,VA 310,Introduction to Multimedia,6,3,FASS
VA 482,Summer Project II,__,,2,3,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,VA 325,Interface Design,6,3,FASS
VA 490,Professional Practice as a Designer,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,VA 345,Creative Coding,6,3,FASS
VIS 308,The Business of Art,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,VA 444,Interaction Design,6,3,FASS
VIS 310,The New Media,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,VA 455,Physical Computing,6,3,FASS
VIS 412,Museums and Contemporary Arts,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
